INTERNAL_STORAGE_ERROR,The account is too large to load.
UNKNOWN,"Used for return value only. An enumeration could not be processed, typically due to incompatibility with your WSDL version."
DATE_NOT_IN_VALID_RANGE,Date is outside of allowed range.
TOO_SHORT,
TOO_LONG,
INVALID_TRACKING_URL_TEMPLATE,The tracking url template is invalid.
INVALID_TAG_IN_TRACKING_URL_TEMPLATE,The tracking url template contains invalid tag.
MISSING_TRACKING_URL_TEMPLATE_TAG,"The tracking url template must contain at least one tag (e.g. {lpurl}), This applies only to tracking url template associated with website ads or product ads."
MISSING_PROTOCOL_IN_TRACKING_URL_TEMPLATE,The tracking url template must start with a valid protocol (or lpurl tag).
INVALID_PROTOCOL_IN_TRACKING_URL_TEMPLATE,The tracking url template starts with an invalid protocol.
MALFORMED_TRACKING_URL_TEMPLATE,The tracking url template contains illegal characters.
MISSING_HOST_IN_TRACKING_URL_TEMPLATE,The tracking url template must contain a host name (or lpurl tag).
INVALID_TLD_IN_TRACKING_URL_TEMPLATE,The tracking url template has an invalid or missing top level domain extension.
REDUNDANT_NESTED_TRACKING_URL_TEMPLATE_TAG,The tracking url template contains nested occurrences of the same conditional tag (i.e. {ifmobile:{ifmobile:x}}).
INVALID_FINAL_URL,The final url is invalid.
INVALID_TAG_IN_FINAL_URL,The final url contains invalid tag.
REDUNDANT_NESTED_FINAL_URL_TAG,The final url contains nested occurrences of the same conditional tag (i.e. {ifmobile:{ifmobile:x}}).
MISSING_PROTOCOL_IN_FINAL_URL,The final url must start with a valid protocol.
INVALID_PROTOCOL_IN_FINAL_URL,The final url starts with an invalid protocol.
MALFORMED_FINAL_URL,The final url contains illegal characters.
MISSING_HOST_IN_FINAL_URL,The final url must contain a host name.
INVALID_TLD_IN_FINAL_URL,The tracking url template has an invalid or missing top level domain extension.
INVALID_FINAL_MOBILE_URL,The final mobile url is invalid.
INVALID_TAG_IN_FINAL_MOBILE_URL,The final mobile url contains invalid tag.
REDUNDANT_NESTED_FINAL_MOBILE_URL_TAG,The final mobile url contains nested occurrences of the same conditional tag (i.e. {ifmobile:{ifmobile:x}}).
MISSING_PROTOCOL_IN_FINAL_MOBILE_URL,The final mobile url must start with a valid protocol.
INVALID_PROTOCOL_IN_FINAL_MOBILE_URL,The final mobile url starts with an invalid protocol.
MALFORMED_FINAL_MOBILE_URL,The final mobile url contains illegal characters.
MISSING_HOST_IN_FINAL_MOBILE_URL,The final mobile url must contain a host name.
INVALID_TLD_IN_FINAL_MOBILE_URL,The tracking url template has an invalid or missing top level domain extension.
INVALID_FINAL_APP_URL,The final app url is invalid.
INVALID_TAG_IN_FINAL_APP_URL,The final app url contains invalid tag.
REDUNDANT_NESTED_FINAL_APP_URL_TAG,The final app url contains nested occurrences of the same conditional tag (i.e. {ifmobile:{ifmobile:x}}).
MULTIPLE_APP_URLS_FOR_OSTYPE,More than one app url found for the same OS type.
INVALID_OSTYPE,The OS type given for an app url is not valid.
INVALID_PROTOCOL_FOR_APP_URL,"The protocol given for an app url is not valid. (E.g. ""android-app://"")"
INVALID_PACKAGE_ID_FOR_APP_URL,The package id (app id) given for an app url is not valid.
URL_CUSTOM_PARAMETERS_COUNT_EXCEEDS_LIMIT,The number of url custom parameters for an entity exceeds the maximum limit allowed.
URL_CUSTOM_PARAMETER_REMOVAL_WITH_NON_NULL_VALUE,The parameter has isRemove set to true but a value that is non-null.
CANNOT_REMOVE_URL_CUSTOM_PARAMETER_IN_ADD_OPERATION,"For add operations, there will not be any existing parameters to delete."
CANNOT_REMOVE_URL_CUSTOM_PARAMETER_DURING_FULL_REPLACEMENT,"When the doReplace flag is set to true, individual parameters cannot be deleted."
NULL_CUSTOM_PARAMETER_VALUE_DURING_ADD_OR_FULL_REPLACEMENT,"For ADD operations and when the doReplace flag is set to true, custom parameter values cannot be null."
INVALID_CHARACTERS_IN_URL_CUSTOM_PARAMETER_KEY,An invalid character appears in the parameter key.
INVALID_CHARACTERS_IN_URL_CUSTOM_PARAMETER_VALUE,An invalid character appears in the parameter value.
INVALID_TAG_IN_URL_CUSTOM_PARAMETER_VALUE,The url custom parameter value fails url tag validation.
REDUNDANT_NESTED_URL_CUSTOM_PARAMETER_TAG,The custom parameter contains nested occurrences of the same conditional tag (i.e. {ifmobile:{ifmobile:x}}).
MISSING_PROTOCOL,The protocol (http:// or https://) is missing.
INVALID_URL,The url is invalid.
DESTINATION_URL_DEPRECATED,Destination Url is deprecated.
INVALID_TAG_IN_URL,The url contains invalid tag.
MISSING_URL_TAG,"The url must contain at least one tag (e.g. {lpurl}), This applies only to urls associated with website ads or product ads."
URL_ERROR,
